2024-06-17 15:48:21,271 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,245 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,252 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,259 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,273 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,289 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,297 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,308 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,316 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,325 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,334 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,341 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,349 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,357 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,369 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,376 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,382 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,392 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,400 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,409 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,417 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,425 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,433 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,443 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,455 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,462 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,472 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,477 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,484 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,492 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,497 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,506 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,512 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:43,522 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,752 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,759 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,765 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,774 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,780 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,790 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,796 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,806 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,812 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,823 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,829 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,839 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,846 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,856 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,862 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,872 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,878 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,888 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,893 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,900 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,906 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,911 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,921 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,927 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,936 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,941 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,948 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,956 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,962 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,970 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,975 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,980 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,989 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:46,994 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,002 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,008 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,013 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,022 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,027 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,035 - Action: 1, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,040 - Action: 2, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,046 - Action: 3, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,054 - Action: 4, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,059 - Action: 5, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,067 - Action: 6, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,076 - Action: 7, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,081 - Action: 8, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,090 - Action: 9, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,098 - Action: 10, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 15:50:47,106 - Action: 11, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,405 - Action: 12, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,412 - Action: 13, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,419 - Action: 14, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,431 - Action: 15, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,441 - Action: 16, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,449 - Action: 17, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,458 - Action: 18, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,472 - Action: 19, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,488 - Action: 20, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,495 - Action: 21, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,504 - Action: 22, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,511 - Action: 23, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,521 - Action: 24, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,527 - Action: 25, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,536 - Action: 26, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,544 - Action: 27, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,549 - Action: 28, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,557 - Action: 29, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,566 - Action: 30, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,574 - Action: 31, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,580 - Action: 32, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,614 - Action: 33, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,638 - Action: 34, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,663 - Action: 35, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,687 - Action: 36, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,741 - Action: 37, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,770 - Action: 38, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,783 - Action: 39, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,791 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,797 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,804 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,810 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,817 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,853 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,860 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,867 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,877 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,883 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,895 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,904 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,915 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,923 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,936 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,944 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,953 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,960 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:05,970 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:06,003 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:06,013 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
2024-06-17 19:28:06,022 - Action: 0, Context: [1, 1, 1, 1], Reward: 0
